Algorithmen und Programmierung II (TI);0.004;Theoretische Informatik   (TI)
Algorithmen und Programmierung II (TI);0;Grundlagen Wirtschaft (TI)
Algorithmen und Programmierung II (TI);0;Grundlagen der Technischen Informatik I/II (TI)
Algorithmen und Programmierung II (TI);0;Datenbanken (TI)
Algorithmen und Programmierung II (TI);0.017;Kommunikationstechnik (TI)
Algorithmen und Programmierung II (TI);0.002;Opto-Informatik   (TI)
Algorithmen und Programmierung II (TI);0.002;Softwaretechnik  (TI)
Algorithmen und Programmierung II (TI);0.004;Rechnerarchitektur (Mikrocontroller)   (TI)
Algorithmen und Programmierung II (TI);0.009;Betriebssysteme und verteilte Systeme (TI)
Algorithmen und Programmierung II (TI);0.016;Algorithmen der Digitaltechnik (TI)
Algorithmen und Programmierung II (TI);0;Digitale Signalverarbeitung (TI)
Algorithmen und Programmierung II (TI);0.003;Prozessinformatik (TI)
Algorithmen und Programmierung II (TI);0.005;Prozessleitsysteme (TI)
Algorithmen und Programmierung II (TI);0;TI-Projekt  (TI)
